2023-10-13T17:57:52.724Z :: consuming   64.5 MiB


2023-10-13T17:57:53.224Z :: consuming   64.5 MiB


2023-10-13T17:57:53.725Z :: consuming   64.5 MiB


2023-10-13T17:57:54.227Z :: consuming   64.5 MiB


2023-10-13T17:57:54.728Z :: consuming   64.5 MiB


2023-10-13T17:57:55.228Z :: consuming   64.5 MiB


2023-10-13T17:57:55.728Z :: consuming   64.5 MiB


2023-10-13T17:57:56.228Z :: consuming   64.5 MiB


2023-10-13T17:57:56.730Z :: consuming   64.5 MiB


2023-10-13T17:58:00.139Z :: consuming   78.3 MiB


2023-10-13T17:58:00.640Z :: consuming   78.3 MiB


2023-10-13T17:58:01.141Z :: consuming   78.3 MiB


2023-10-13T17:58:01.641Z :: consuming   78.3 MiB


2023-10-13T17:58:02.142Z :: consuming   78.3 MiB


2023-10-13T17:58:02.641Z :: consuming   78.3 MiB


2023-10-13T17:58:03.143Z :: consuming   78.3 MiB


2023-10-13T17:58:03.643Z :: consuming   78.3 MiB


2023-10-13T17:58:04.143Z :: consuming   78.4 MiB


2023-10-13T17:58:04.643Z :: consuming   78.4 MiB


2023-10-13T17:58:05.145Z :: consuming   78.4 MiB


2023-10-13T17:58:05.645Z :: consuming   78.4 MiB


2023-10-13T17:58:06.146Z :: consuming   78.4 MiB


2023-10-13T17:58:06.646Z :: consuming   78.4 MiB


2023-10-13T17:58:07.147Z :: consuming   78.4 MiB


2023-10-13T17:58:07.649Z :: consuming   78.4 MiB


2023-10-13T17:58:08.149Z :: consuming   64.8 MiB


2023-10-13T17:58:08.650Z :: consuming   63.8 MiB


